docid,title,text,subject,predicate,object,relation_present,basic_relation,template_relation,llm_relation,llm_clean_gpt51_he_triplet_0s_nc,llm_raw_gpt51_he_triplet_0s_nc,llm_clean_gpt51_he_triplet_5s_nc,llm_raw_gpt51_he_triplet_5s_nc,llm_clean_gpt51_en_triplet_0s_nc,llm_raw_gpt51_en_triplet_0s_nc,llm_clean_gpt51_en_triplet_5s_nc,llm_raw_gpt51_en_triplet_5s_nc
1485335,דודג' ביוטי ווינר,"דודג' ביוטי ווינר (באנגלית: Dodge Beauty Winner) היא מכונית משפחתית אשר יוצרה על ידי חטיבת דודג' בקונצרן הרכב האמריקאי קרייזלר בין השנים 1935–1936.
פירוש ""Beauty Winner"" בעברית: ""זוכת היופי"".
==תצורות==
* 4 דלתות - סדאן
* 2 דלתות - קופה
* 2 דלתות - קבריולה
== תמונות ==",קרייזלר,מדינה,האמריקאי,0,קרייזלר מדינה האמריקאי,המיקום של קרייזלר הוא במדינת האמריקאי,קרייזלר היא חברה אמריקאית.,0,לא,0,לא,0,no,0,no
1850400,נמל התעופה הבין-לאומי קישינב,"נמל התעופה הבין-לאומי קישינב הוא נמל התעופה הבינלאומי הראשי של מולדובה, הממוקם במרחק של 13 קילומטרים דרומית-מזרחית ממרכז קישינב, בירת מולדובה. נמל התעופה שימש כבסיס הפעולה המרכזי של חברת אייר מולדובה עד שנסגרה בשנת 2023, וחברת הייסקיי. בעבר, קוד ה-IATA של שדה התעופה, KIV, נגזר מ-Kishinev (שמה של העיר הרוסית והאנגלית לשעבר), ואילו ב־18 בינואר 2024 שונה הקוד ל-RMO.",נמל התעופה הבין-לאומי קישינב,המקום שמרכז התחבורה משרת,קישינב,1,נמל התעופה הבין-לאומי קישינב המקום שמרכז התחבורה משרת קישינב,מרכז התחבורה נמל התעופה הבין-לאומי קישינב משרת את קישינב,נמל התעופה קישינב משרת את העיר קישינב.,1,כן,1,כן,1,yes,1,yes
5553,מונופוניה,"מונופוניה (מיוונית: 'μόνος' - מונוס, בעברית 'אחד', 'φωνή' - פון, בעברית 'קול, צליל') הוא מונח המתייחס למוזיקה שהיא, כעיקרון, חד קולית. במונופוניה נע לבדו קול, אשר לעיתים מוכפל באוקטבה על ידי קולות או כלים אחרים, שישירו למעשה את אותו הקו בדיוק. כלומר, זמר יחיד או כלי נגינה יחיד. גם שירת מקהלה באוניסון נחשבת כמונופוניה.
המונופוניה נבדלת מההטרופוניה, ושונה מההומופוניה.
מוזיקה עממית רבה היא מונופונית.",פוליפוניה,ההפך מ־,הומופוניה,0,פוליפוניה ההפך מ־ הומופוניה,ההפך מ-פוליפוניה הוא הומופוניה,פוליפוניה היא ההפך מהומופוניה.,0,לא,0,לא,0,no,0,no
1038032,גאיר הולטה,"גאיר הולטה (נורווגית: Geir Holte; נולד ב-3 באוקטובר 1959) הוא גולש סקי למרחקים נורווגי. 
נולד בדראמן, וייצג את מועדון ""הוקסונד איל"" (""Hokksund IL""). הוא התמודד באולימפיאדת החורף 1984 בסרייבו בריצת 20 ק""מ וסיים במקום ה-20. אחיו הגדול הוא טור הוקון הולטה. הם היו חלק של צוות נורווגי שזכה במקום השלישי בתחרות שליחים 4*10 ק""מ במסגרת ""גביע עולם 1985"".
== קישורים חיצוניים ==
* סיכום תוצאות באתר איגוד סקי למרחקים
קטגוריה:גולשי סקי למרחקים נורווגים
קטגוריה:גולשי סקי למרחקים באולימפיאדת סרייבו (1984)",גאיר הולטה,אחים ואחיות,טור הוקון הולטה,1,גאיר הולטה אחים ואחיות טור הוקון הולטה,יש יחסי אחים בין גאיר הולטה ל-טור הוקון הולטה,גאיר הולטה הוא אח של טור הוקון הולטה.,1,כן,1,כן,1,yes,1,yes
127890,הבנרה,"הבנרה או קונטרדנסה (בספרדית: Habanera או Contradanza) הוא סגנון מוזיקלי שמקורו בקובה, אחד המאפיינים הבולטים של מוזיקה קובנית.
באופרה הידועה כרמן, הדמות כרמן שרה את ""שיר ההבנרה"" כדי לפתות את דון חוסה. מוריס ראוול כתב ""ווקליזה − אטיוד בצורת הבנרה"".",שיר ההבנרה,פורסם ב־,כרמן,1,שיר ההבנרה פורסם ב־ כרמן,הפרסום של שיר ההבנרה היה ב-כרמן,"שיר ההבנרה פורסם ב""כרמן"".",0,לא,0,לא,0,no,1,yes
327802,המנון עומאן,"א-נשיד אל-וטני אל-עומאני (בערבית: النشيد الوطني العماني) הוא ההמנון הלאומי של עומאן. הוא אומץ בשנת 1970 ותוקן ב-6 בנובמבר 1996.
==מילים==",ערבית,מדינה,עומאן,0,ערבית מדינה עומאן,המיקום של ערבית הוא במדינת עומאן,ערבית מדוברת בעומאן.,0,לא,0,לא,0,no,1,yes
1691306,אגרסג,"אגרסג (בהונגרית: Égerszög) הוא כפר זעיר במחוז בורשוד-אבאוי-זמפלן שבצפון מזרח הונגריה.
באגרסג התגוררו מעט יהודים.",הונגריה,חלוקה משנית,בורשוד-אבאוי-זמפלן,1,הונגריה חלוקה משנית בורשוד-אבאוי-זמפלן,בורשוד-אבאוי-זמפלן הוא חלוקה משנית של הונגריה,בורשוד-אבאוי-זמפלן היא מחוז בהונגריה.,1,כן,1,כן,1,yes,1,yes
1518336,אלגואסס,"אלגואסס (בספרדית: Alguazas) היא עיירה הנמצאת בספרד וממוקמת בקהילה האוטונומית והפרובינציה מורסיה. הרשות המקומית מונה כ-9,600 תושבים (נכון ל-2016) ושטחה 23.74 קמ""ר.
נקודת ציון חשובה של העיר היא מנזר אונופריוס שנבנה בתחילת המאה ה-16 ופועל מאז.",מורסיה,מדינה,ספרד,1,מורסיה מדינה ספרד,המיקום של מורסיה הוא במדינת ספרד,מורסיה היא חלק ממדינת ספרד.,1,כן,1,כן,1,yes,1,yes
1714128,פמלן,"פמלן (בהונגרית: Pamlény) הוא כפר זעיר במחוז בורשוד-אבאוי-זמפלן שבצפון מזרח הונגריה. כמו יישובים רבים באירופה, גם אוכלוסיית פמלן קטנה משמעותית בשנים האחרונות, מ-95 תושבים בשנת 1990 עד 41 תושבים בשנת 2018 (ירידה של כ-56%).
בפמלן חיו מעט יהודים.",הונגריה,שפה שבשימוש,הונגרית,0,הונגריה שפה שבשימוש הונגרית,השפה שבשימוש ב-הונגריה היא הונגרית,בהונגריה מדברים הונגרית.,0,לא,0,לא,1,yes,1,yes
1976796,דירפיס,"דירפיס (ביוונית: Δίρφυς) הוא רכס הרים על האי אוויה. הנקודה הגבוהה ביותר היא 1743 מ' והיא נמצאת בחלק המרכזי של האי.
החלק העיקרי של ההר הוא אבן גיר ובחלקים אחרים קיימים פצלים. מרגלות ההר מכוסות בערמונים, אורנים ועצי דולב. 
בחורף פסגת ההר מכוסה בשלג.
במרגלות ההר ממוקם הכפר דירפיס, שלאחר רפורמה מקומית של בשנת 2011 אוחד ביחד עם כפר מסאפיה ליחידה מנהלית אחד.",אוויה,הנקודה הגבוהה ביותר,דירפיס,0,אוויה הנקודה הגבוהה ביותר דירפיס,הנקודה הגבוהה ביותר של אוויה היא דירפיס,אוויה היא הנקודה הגבוהה ביותר בדירפיס.,0,לא,1,כן,0,no,1,yes
1554183,פרוקווסט,"פרוקווסט (באנגלית: ProQuest LLC) היא חברת תוכנה וספקית פתרונות תוכן רב-לאומית אשר בסיסה באן-ארבור, מישיגן שבארצות הברית.
החברה נוסדה ב־1938 כאוניברסיטת Microfilms על ידי יוג'ין פאואר.
פרוקווסט מספקת תוכנות, פתרונות ומוצרים בעיקר עבור ספריות אקדמיות.
בשנת 2015 רכשה פרוקווסט את חברת התוכנה הישראלית אקסליבריס. בדצמבר 2021 נרכשה פרוקווסט על ידי קלריווייט (Clarivate).",פרוקווסט,מיקום מטה הארגון,אן-ארבור,1,פרוקווסט מיקום מטה הארגון אן-ארבור,מטה הארגון של פרוקווסט ממוקם ב-אן-ארבור,מטה פרוקווסט ממוקם באן-ארבור.,1,כן,1,כן,1,yes,1,yes
536598,אספסת מצויה,"אַסְפֶּסֶת מְצוּיה (שם מדעי: ""Medicago polymorpha"") היא מין צמח בסוג אספסת. הצמח הוא חד שנתי.
הצמח אכיל ומשמש כירק במטבח הסיני.
==גלריה==
== קישורים חיצוניים ==
קטגוריה:טקסונים שתוארו בידי קארולוס ליניאוס
קטגוריה:פרפרניים
קטגוריה:פרחים צהובים בארץ ישראל",אַסְפֶּסֶת מְצוּיה,רמה טקסונומית,מין,1,אַסְפֶּסֶת מְצוּיה רמה טקסונומית מין,הרמה הטקסונומית של אַסְפֶּסֶת מְצוּיה היא מין,אַסְפֶּסֶת מְצוּיה היא מין בסדרת האספסיות.,1,כן,1,כן,1,yes,1,yes
784913,טנזור אנטי-סימטרי,"במתמטיקה, טנזור אנטי-סימטרי הוא טנזור שעבורו החלפת זוג אינדקסים מחליפה את הסימן; לכן מתקיים formula_1 לכל תמורה formula_2. מטריצה אנטי-סימטרית היא טנזור אנטי-סימטרי דו-ממדי.
לדוגמה, טנזור לוי-צ'יויטה וטנזור השדה האלקטרומגנטי הם טנזורים אנטי-סימטריים.",טנזור אנטי-סימטרי,תת-קבוצה של,טנזור,1,טנזור אנטי-סימטרי תת-קבוצה של טנזור,טנזור אנטי-סימטרי הוא תת-קבוצה של טנזור,טנזור אנטי-סימטרי הוא סוג של טנזור.,1,כן,1,כן,1,yes,1,yes
87274,היפריון,"""היפריון"" הוא שם-תואר נלווה לאל השמש הליוס באיליאדה ובאודיסיאה של הומרוס.
במיתולוגיה היוונית המאוחרת יותר, היפריון הוא אחד הטיטאנים, בנם של גאיה ואוראנוס, ואביהם של הליוס, טיטאן השמש, סלנה, טיטאנית הירח ואאוס, אלת השחר, שנולדו לו מאחותו תיאה. היפריון הוא גם הטיטאן אדון המזרח.",אוראנוס,אל של,מיתולוגיה היוונית,0,אוראנוס אל של מיתולוגיה היוונית,אוראנוס הוא האל של מיתולוגיה היוונית,אוראנוס הוא אל במיתולוגיה היוונית.,1,כן,0,לא,0,no,1,yes
1995802,הסופר קאפ הספרדי 2021/2022,"עונת 2021/2022 היא המהדורה ה-38 במסגרת הסופר קאפ הספרדי. הטורניר נערך בעיר ריאד שבערב הסעודית במהלך חודש ינואר. ריאל מדריד זכתה בתואר בפעם ה-12 שלה עם ניצחון בגמר על אתלטיק בילבאו. לא התקיים משחק על המקום השלישי.
==קבוצות משתתפות==
==נוקאאוט==
===חצי גמר===
===גמר===",ערב הסעודית,עיר בירה,ריאד,0,ערב הסעודית עיר בירה ריאד,עיר הבירה של ערב הסעודית היא ריאד,ריאד היא בירת ערב הסעודית.,0,לא,0,לא,0,no,0,no
21168,ז'ורואה,"ריו ז'ורואה (Rio Juruá) הוא נהר המתחיל את זרימתו באמזוניה בקרבת הגבול בין פרו לברזיל ואחר ממשיך עד הישפכו לנהר האמזונאס. אורכו 2,414 ק""מ ואפשר לשוט בו כמעט לכל אורכו.",אמזוניה,מדינות אגן הניקוז,ברזיל,0,אמזוניה מדינות אגן הניקוז ברזיל,הזרימה של אמזוניה עוברת דרך ברזיל,ברזיל היא אחת ממדינות אגן הניקוז של האמזוניה.,1,כן,1,כן,1,yes,1,yes
2047023,שורש 126,"שורש 126, או אר בּוּ (בסינית: 而部, פיניין: Ér bù) הוא השורש המאה עשרים ושישה של הכתב הסיני. פירושו ""גם"" או ""אבל"" והוא אחד מתוך 29 (מתוך סך הכל 214 שורשי הקאנגשי) שורשים המורכבים משישה קווים.
במילון קאנגשי יש 22 תווים (מתוך 49,030) שניתן למצוא תחת שורש זה.
== התפתחות ==
== תווים נגזרים ==
== לקריאה נוספת ==
* 
== קישורים חיצוניים ==
* מסד נתונים של Unihan - U+800C",שורש 126,שיטת כתב,כתב הסיני,1,שורש 126 שיטת כתב כתב הסיני,שיטת הכתב של שורש 126 היא כתב הסיני,שורש 126 הוא חלק משיטת הכתב הסיני.,1,כן,1,כן,1,yes,1,yes
